doc_id,page_num,page_type,section_label,block_id,block_text,requirement_type_candidate,requirement_strength,requirement_confidence,deep_prediction,deep_confidence,deep_prediction_label,prediction_status,final_prediction,nfr_subtype_pred,nfr_subtype_confidence,nfr_subtype_model_name,ambiguity_pred_id,ambiguity_prediction,ambiguity_confidence,clear_probability,ambiguous_probability,ambiguity_model_name,ambiguity_status,final_ambiguity_label,true_page_type,vision_page_type,vision_confidence,vision_quality_flag,vision_prob_appendix_page,vision_prob_content_page,vision_prob_cover_page,vision_prob_low_text_page,vision_prob_toc_page,avg_vision_confidence,document_vision_quality_flag,low_confidence_pages,vision_accuracy_proxy,quality_word_count,has_mandatory_modal,has_soft_modal,has_numeric_constraint,has_threshold_language,has_vague_terms,has_actor_or_system,is_fr,is_nfr,is_prediction_uncertain,is_deep_low_confidence,is_ambiguous,is_ambiguity_uncertain,ambiguous_probability_signal,ambiguity_confidence_signal,is_nfr_subtype_low_confidence,missing_section_context,low_requirement_confidence,vision_page_mismatch,low_vision_confidence,medium_vision_confidence,high_vision_confidence,vision_says_non_content_page,true_page_is_content_or_appendix,weak_document_visual_structure,moderate_document_visual_structure,strong_document_visual_structure,avg_vision_confidence_signal,vision_confidence_signal,silver_quality_score,silver_quality_label,quality_label_id,deep_quality_pred_id,deep_quality_label,deep_quality_confidence,low_quality_probability,medium_quality_probability,high_quality_probability,quality_model_name,clarity_score,testability_score,measurability_score,classification_reliability_score,ambiguity_safety_score,visual_context_score,completeness_score,deep_quality_numeric_score,requirement_quality_score,requirement_quality_level,quality_issues,quality_recommendations,num_quality_issues,section_label_clean,requirement_text_norm,original_requirement,improved_requirement,rewrite_strategy,what_was_fixed,remaining_assumptions,rewrite_validation_score,rewrite_validation_label,rewrite_improvement_flag,quality_score_improvement_proxy,has_llm_rewrite,final_action_priority,priority_rank
0000 cctns,12,content_page,non_functional_requirements,40,background color should be used in such a way that it does not impair the visual,NFR,medium,0.9,1,0.6651441,NFR,LOW_CONFIDENCE_REVIEW,UNCERTAIN,usability,0.7934729,roberta-base,1,AMBIGUOUS,0.8232461,0.17675383,0.8232461,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.5624381303787231,low_confidence_visual_prediction,0.3532853,0.56243813,0.00020410535,0.00048896816,0.08358346,0.7431,moderate_visual_structure,4,0.737,16,False,True,False,False,False,False,False,True,True,True,True,False,0.8232461,0.8232461,False,False,False,False,True,False,False,False,True,False,True,False,0.7431,0.5624381303787231,6.12,LOW_QUALITY,0,0,LOW_QUALITY,0.9470366,0.9470366,0.051037114,0.0019262182,roberta-base,65.0,60.0,40.0,39.93,22.37,55.02,88.0,26.91,49.43,WEAK,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'low_visual_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.', 'Inspect the source page image because the vision model has low confidence.']",8,non_functional_requirements,background color should be used in such a way that it does not impair the visual,background color should be used in such a way that it does not impair the visual,The background color shall be chosen so that it does not interfere with the visual perception of the interface.,"Removed vague terms like 'appropriate' and 'sufficient,' making the requirement more specific and actionable.","['unclear intent', 'vague wording']","[""the context of the application's visual design standards"", 'the importance of maintaining visual clarity for users']",91.25,STRONG_REWRITE,MAJOR_IMPROVEMENT,41.82,True,REWRITE_REQUIRED,1
0000 cctns,12,content_page,non_functional_requirements,46,Selecting appropriate page lengths The length of a page should be selected so as to,NFR,medium,0.9,0,0.9231293,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.9784858,0.021514164,0.9784858,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.5624381303787231,low_confidence_visual_prediction,0.3532853,0.56243813,0.00020410535,0.00048896816,0.08358346,0.7431,moderate_visual_structure,4,0.737,15,False,True,False,False,True,False,True,False,False,False,True,False,0.9784858,0.9784858,False,False,False,False,True,False,False,False,True,False,True,False,0.7431,0.5624381303787231,31.26,LOW_QUALITY,0,0,LOW_QUALITY,0.74697876,0.74697876,0.24681914,0.006202104,roberta-base,40.0,40.0,90.0,96.54,11.51,55.02,88.0,34.04,56.49,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_visual_confidence', 'missing_actor_or_system_context', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Specify the responsible actor or system component.', 'Inspect the source page image because the vision model has low confidence.']",5,non_functional_requirements,selecting appropriate page lengths the length of a page should be selected so as to,Selecting appropriate page lengths The length of a page should be selected so as to,The length of each page shall be determined based on specific criteria for optimal readability and user experience.,"Removed ambiguity by specifying that the length of each page shall be determined based on specific criteria (e.g., font size, line spacing, number of characters per line). This makes the requirement more testable and measurable.","['appropriate', 'sufficient', 'user-friendly', 'fast', 'easy']",['The specific criteria for determining the optimal page length may vary depending on the target audience and device.'],100.0,STRONG_REWRITE,MAJOR_IMPROVEMENT,43.51,True,MANUAL_REVIEW,3
0000 cctns,12,content_page,non_functional_requirements,53,"Using colour: Colour should be used with care, taking into account human",NFR,medium,0.9,0,0.8794281,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.98657817,0.013421814,0.98657817,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.5624381303787231,low_confidence_visual_prediction,0.3532853,0.56243813,0.00020410535,0.00048896816,0.08358346,0.7431,moderate_visual_structure,4,0.737,12,False,True,False,False,False,False,True,False,False,False,True,False,0.98657817,0.98657817,False,False,False,False,True,False,False,False,True,False,True,False,0.7431,0.5624381303787231,43.16,LOW_QUALITY,0,0,LOW_QUALITY,0.9443381,0.9443381,0.053764597,0.0018973451,roberta-base,65.0,60.0,100.0,94.57,10.94,55.02,88.0,27.01,65.08,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_visual_confidence', 'missing_actor_or_system_context']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Specify the responsible actor or system component.', 'Inspect the source page image because the vision model has low confidence.']",4,non_functional_requirements,"using colour: colour should be used with care, taking into account human",,,,,,,,,,False,MANUAL_REVIEW,3
0000 cctns,12,content_page,non_functional_requirements,55,conveying information. Color should never be the only means of coding. Some,NFR,medium,0.9,0,0.9731766,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.5720556,0.42794442,0.5720556,roberta-base,LOW_CONFIDENCE_REVIEW,UNCERTAIN,content_page,content_page,0.5624381303787231,low_confidence_visual_prediction,0.3532853,0.56243813,0.00020410535,0.00048896816,0.08358346,0.7431,moderate_visual_structure,4,0.737,12,False,True,False,False,False,False,True,False,False,False,False,True,0.5720556,0.5720556,False,False,False,False,True,False,False,False,True,False,True,False,0.7431,0.5624381303787231,64.14,MEDIUM_QUALITY,1,1,MEDIUM_QUALITY,0.71303743,0.2692121,0.71303743,0.017750427,roberta-base,85.0,90.0,100.0,98.79,49.96,55.02,88.0,51.11,80.74,GOOD,"['ambiguity_uncertain_review', 'low_visual_confidence', 'missing_actor_or_system_context']","['Specify the responsible actor or system component.', 'Inspect the source page image because the vision model has low confidence.']",3,non_functional_requirements,conveying information. color should never be the only means of coding. some,,,,,,,,,,False,SOURCE_PAGE_VISUAL_REVIEW,5
0000 cctns,13,content_page,non_functional_requirements,5,"Using frames with care: If frames are used, care should be taken to avoid possible",NFR,medium,0.9,0,0.9861033,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.96268016,0.03731991,0.96268016,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,15,False,True,False,False,False,False,True,False,False,False,True,False,0.96268016,0.96268016,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,51.45,MEDIUM_QUALITY,1,0,LOW_QUALITY,0.8846191,0.8846191,0.11189136,0.003489494,roberta-base,65.0,60.0,100.0,99.37,12.61,75.4,88.0,29.14,68.13,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Specify the responsible actor or system component.']",3,non_functional_requirements,"using frames with care: if frames are used, care should be taken to avoid possible",,,,,,,,,,False,MANUAL_REVIEW,3
0000 cctns,13,content_page,non_functional_requirements,12,alternative way of presenting relevant information without frames should be,NFR,medium,0.9,0,0.95309097,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.97546446,0.024535501,0.97546446,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,10,False,True,False,False,False,False,True,False,False,False,True,False,0.97546446,0.97546446,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,51.29,MEDIUM_QUALITY,1,0,LOW_QUALITY,0.84257925,0.84257925,0.15153721,0.0058835614,roberta-base,65.0,60.0,100.0,97.89,11.72,75.4,88.0,30.69,67.88,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Specify the responsible actor or system component.']",3,non_functional_requirements,alternative way of presenting relevant information without frames should be,,,,,,,,,,False,MANUAL_REVIEW,3
0000 cctns,13,content_page,non_functional_requirements,14,are turned off it should be possible for the user to read and understand the page;,NFR,medium,0.9,1,0.702135,NFR,LOW_CONFIDENCE_REVIEW,UNCERTAIN,usability,0.7758077,roberta-base,1,AMBIGUOUS,0.95373374,0.046266235,0.95373374,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,16,False,True,False,False,False,True,False,True,True,True,True,False,0.95373374,0.95373374,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,18.56,LOW_QUALITY,0,0,LOW_QUALITY,0.9334919,0.9334919,0.06434184,0.0021662987,roberta-base,65.0,70.0,40.0,41.6,13.24,75.4,100.0,27.39,52.89,WEAK,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review whether this requirement is functional or non-functional.']",6,non_functional_requirements,are turned off it should be possible for the user to read and understand the page;,are turned off it should be possible for the user to read and understand the page;,The system shall allow users to read and understand the page.,Removed ambiguity by specifying that the system must enable users to comprehend the content of the page.,['unclear expectation of user interaction with page content'],['the system provides adequate text and visual elements for comprehension'],100.0,STRONG_REWRITE,MAJOR_IMPROVEMENT,47.11,True,REWRITE_REQUIRED,1
0000 cctns,13,content_page,non_functional_requirements,15,"alternatively, the user should be provided with an equivalent alternative text-only",NFR,medium,0.9,0,0.8370361,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.95772225,0.042277716,0.95772225,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,11,False,True,False,False,False,True,True,False,False,False,True,False,0.95772225,0.95772225,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,57.51,MEDIUM_QUALITY,1,0,LOW_QUALITY,0.8928846,0.8928846,0.1033746,0.0037408879,roberta-base,65.0,70.0,100.0,92.67,12.96,75.4,100.0,28.86,69.67,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk']",['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.'],2,non_functional_requirements,"alternatively, the user should be provided with an equivalent alternative text-only",,,,,,,,,,False,MANUAL_REVIEW,3
0000 cctns,13,content_page,non_functional_requirements,18,"Consistent page layout: Pages should be designed using consistent layout schemes,",NFR,medium,0.9,1,0.8204213,NFR,HIGH_CONFIDENCE,NFR,usability,0.9328758,roberta-base,1,AMBIGUOUS,0.9745871,0.025412992,0.9745871,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,11,False,True,False,False,False,False,False,True,False,False,True,False,0.9745871,0.9745871,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,37.3,LOW_QUALITY,0,0,LOW_QUALITY,0.9495816,0.9495816,0.048654135,0.001764229,roberta-base,65.0,60.0,40.0,91.92,11.78,75.4,88.0,26.82,57.26,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.']",5,non_functional_requirements,"consistent page layout: pages should be designed using consistent layout schemes,","Consistent page layout: Pages should be designed using consistent layout schemes,",Pages shall be designed with consistent layout schemes.,['Removed ambiguity by specifying that pages must follow consistent layout schemes.'],"['Ambiguous requirement about consistency of layout schemes was removed.', 'The requirement now clearly states that pages must adhere to consistent layout schemes.']",[],91.25,STRONG_REWRITE,MAJOR_IMPROVEMENT,33.99,True,MANUAL_REVIEW,3
0000 cctns,13,content_page,non_functional_requirements,25,Placing title information consistently: Page titles should be placed in a consistent,NFR,medium,0.9,0,0.8195698,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.98588806,0.014111989,0.98588806,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,12,False,True,False,False,False,False,True,False,False,False,True,False,0.98588806,0.98588806,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,51.17,MEDIUM_QUALITY,1,0,LOW_QUALITY,0.8215181,0.8215181,0.17456436,0.003917455,roberta-base,65.0,60.0,100.0,91.88,10.99,75.4,88.0,31.36,66.97,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Specify the responsible actor or system component.']",3,non_functional_requirements,placing title information consistently: page titles should be placed in a consistent,,,,,,,,,,False,MANUAL_REVIEW,3
0000 cctns,13,content_page,non_functional_requirements,29,general principles of human perception should be taken into account. The,NFR,medium,0.9,0,0.9646492,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.97944677,0.020553274,0.97944677,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,11,False,True,False,False,False,False,True,False,False,False,True,False,0.97944677,0.97944677,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,51.25,MEDIUM_QUALITY,1,0,LOW_QUALITY,0.89713895,0.89713895,0.09914816,0.0037128944,roberta-base,65.0,60.0,100.0,98.41,11.44,75.4,88.0,28.71,67.81,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Specify the responsible actor or system component.']",3,non_functional_requirements,general principles of human perception should be taken into account. the,,,,,,,,,,False,MANUAL_REVIEW,3
0000 cctns,13,content_page,non_functional_requirements,30,International Standards mentioned below shall be consulted for guidance. Practical,NFR,strong,1.0,0,0.9461344,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,0,CLEAR,0.8319557,0.8319557,0.16804431,roberta-base,HIGH_CONFIDENCE,CLEAR,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,10,True,False,False,False,False,False,True,False,False,False,False,False,0.16804431,0.8319557,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,88.98,HIGH_QUALITY,2,2,HIGH_QUALITY,0.98251545,0.0030886543,0.014395934,0.98251545,roberta-base,100.0,90.0,100.0,97.58,88.24,75.4,88.0,89.37,92.58,EXCELLENT,['missing_actor_or_system_context'],['Specify the responsible actor or system component.'],1,non_functional_requirements,international standards mentioned below shall be consulted for guidance. practical,,,,,,,,,,False,ACCEPTABLE,7
0000 cctns,13,content_page,non_functional_requirements,37,in ISO 14915-1 to ISO 14915-3 should be taken into account. Appropriate content,NFR,medium,0.9,0,0.98174757,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.96378917,0.03621084,0.96378917,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,13,False,True,False,False,True,False,True,False,False,False,True,False,0.96378917,0.96378917,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,39.43,LOW_QUALITY,0,0,LOW_QUALITY,0.9561331,0.9561331,0.042238884,0.0016279478,roberta-base,40.0,40.0,90.0,99.18,12.53,75.4,88.0,26.58,58.67,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Specify the responsible actor or system component.']",4,non_functional_requirements,in iso 14915-1 to iso 14915-3 should be taken into account. appropriate content,in ISO 14915-1 to ISO 14915-3 should be taken into account. Appropriate content,"In all versions of ISO 14915-1 through ISO 14915-3, relevant content must be considered.","[""Removed vague terms like 'appropriate' and replaced them with more specific, measurable language."", ""Specified that 'relevant content' refers to all versions of ISO 14915-1 through ISO 14915-3.""]","['Vague terms were removed, making the requirement clearer and more precise.', 'The scope was explicitly defined for all versions of ISO 14915-1 through ISO 14915-3.']",[],100.0,STRONG_REWRITE,MAJOR_IMPROVEMENT,41.33,True,MANUAL_REVIEW,3
0000 cctns,13,content_page,non_functional_requirements,40,Linking back to the home page or landmark pages: Each page should contain a,NFR,medium,0.9,0,0.96614665,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,0,CLEAR,0.7178732,0.7178732,0.28212672,roberta-base,LOW_CONFIDENCE_REVIEW,UNCERTAIN,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,14,False,True,False,False,False,False,True,False,False,False,False,True,0.28212672,0.7178732,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,75.61,HIGH_QUALITY,2,2,HIGH_QUALITY,0.99339515,0.0018413916,0.0047634766,0.99339515,roberta-base,85.0,90.0,100.0,98.48,70.25,75.4,88.0,89.74,87.51,EXCELLENT,"['ambiguity_uncertain_review', 'missing_actor_or_system_context']",['Specify the responsible actor or system component.'],2,non_functional_requirements,linking back to the home page or landmark pages: each page should contain a,,,,,,,,,,False,ACCEPTABLE,7
0000 cctns,13,content_page,non_functional_requirements,44,Providing a site map: A separate navigation overview such as a site map should be,NFR,medium,0.9,0,0.95906544,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.84329927,0.1567008,0.84329927,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,15,False,True,False,False,False,False,True,False,False,False,True,False,0.84329927,0.84329927,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,52.88,MEDIUM_QUALITY,1,1,MEDIUM_QUALITY,0.6315114,0.30465445,0.6315114,0.063834086,roberta-base,65.0,60.0,100.0,98.16,20.97,75.4,88.0,51.25,70.24,GOOD,"['ambiguous_requirement', 'missing_actor_or_system_context']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Specify the responsible actor or system component.']",2,non_functional_requirements,providing a site map: a separate navigation overview such as a site map should be,,,,,,,,,,False,MODEL_UNCERTAINTY_REVIEW,4
0000 cctns,13,content_page,non_functional_requirements,49,consistency between the navigation component and the content shown should be,NFR,medium,0.9,0,0.94377285,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.98424363,0.015756428,0.98424363,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8417184948921204,medium_confidence_visual_prediction,0.15366592,0.8417185,3.7790746e-06,1.5373907e-05,0.0045964243,0.7431,moderate_visual_structure,4,0.737,11,False,True,False,True,False,False,True,False,False,False,True,False,0.98424363,0.98424363,False,False,False,False,False,True,False,False,True,False,True,False,0.7431,0.8417184948921204,51.19,MEDIUM_QUALITY,1,0,LOW_QUALITY,0.88518685,0.88518685,0.11153344,0.0032796,roberta-base,65.0,60.0,100.0,97.47,11.1,75.4,88.0,29.12,67.66,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Specify the responsible actor or system component.']",3,non_functional_requirements,consistency between the navigation component and the content shown should be,,,,,,,,,,False,MANUAL_REVIEW,3
0000 cctns,14,content_page,non_functional_requirements,5,Placing navigation components consistently: Navigation components should be,NFR,medium,0.9,0,0.98436767,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.98272026,0.017279807,0.98272026,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8877331018447876,high_confidence_visual_prediction,0.10241046,0.8877331,1.1449912e-06,3.423632e-05,0.009821006,0.7431,moderate_visual_structure,4,0.737,8,False,True,False,False,False,False,True,False,False,False,True,False,0.98272026,0.98272026,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.8877331018447876,51.21,MEDIUM_QUALITY,1,0,LOW_QUALITY,0.8163369,0.8163369,0.17842078,0.005242299,roberta-base,65.0,60.0,100.0,99.3,11.21,84.78,88.0,31.59,68.99,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Specify the responsible actor or system component.']",3,non_functional_requirements,placing navigation components consistently: navigation components should be,,,,,,,,,,False,MANUAL_REVIEW,3
0000 cctns,14,content_page,non_functional_requirements,23,and information needs of these user groups should be taken into consideration.,NFR,medium,0.9,0,0.7413222,FR,LOW_CONFIDENCE_REVIEW,UNCERTAIN,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.9877318,0.012268173,0.9877318,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8877331018447876,high_confidence_visual_prediction,0.10241046,0.8877331,1.1449912e-06,3.423632e-05,0.009821006,0.7431,moderate_visual_structure,4,0.737,12,False,True,False,False,False,True,True,False,True,True,True,False,0.9877318,0.9877318,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.8877331018447876,32.15,LOW_QUALITY,0,0,LOW_QUALITY,0.9493,0.9493,0.048273284,0.0024266827,roberta-base,65.0,70.0,100.0,43.36,10.86,84.78,100.0,26.85,63.31,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Review whether this requirement is functional or non-functional.']",4,non_functional_requirements,and information needs of these user groups should be taken into consideration.,,,,,,,,,,False,MANUAL_REVIEW,3
0000 cctns,14,content_page,non_functional_requirements,25,Making individualization and adaptation evident: It should be made evident to the,NFR,medium,0.9,0,0.9739376,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,1,AMBIGUOUS,0.9764361,0.023563907,0.9764361,roberta-base,HIGH_CONFIDENCE,AMBIGUOUS,content_page,content_page,0.8877331018447876,high_confidence_visual_prediction,0.10241046,0.8877331,1.1449912e-06,3.423632e-05,0.009821006,0.7431,moderate_visual_structure,4,0.737,12,False,True,False,False,False,False,True,False,False,False,True,False,0.9764361,0.9764361,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.8877331018447876,51.28,MEDIUM_QUALITY,1,0,LOW_QUALITY,0.58860385,0.58860385,0.403496,0.007900143,roberta-base,65.0,60.0,100.0,98.83,11.65,84.78,88.0,39.64,69.39,REVIEW_NEEDED,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_actor_or_system_context']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Specify the responsible actor or system component.']",3,non_functional_requirements,making individualization and adaptation evident: it should be made evident to the,,,,,,,,,,False,MANUAL_REVIEW,3
0000 cctns,14,content_page,non_functional_requirements,29,"are used for individualizing or adapting content, the profile currently used should",NFR,medium,0.9,0,0.96711016,FR,HIGH_CONFIDENCE,FR,not_applicable,0.0,roberta-base,0,CLEAR,0.5626581,0.5626581,0.43734196,roberta-base,LOW_CONFIDENCE_REVIEW,UNCERTAIN,content_page,content_page,0.8877331018447876,high_confidence_visual_prediction,0.10241046,0.8877331,1.1449912e-06,3.423632e-05,0.009821006,0.7431,moderate_visual_structure,4,0.737,12,False,True,False,False,False,False,True,False,False,False,False,True,0.43734196,0.5626581,False,False,False,False,False,False,True,False,True,False,True,False,0.7431,0.8877331018447876,73.75,MEDIUM_QUALITY,1,1,MEDIUM_QUALITY,0.64370364,0.34019136,0.64370364,0.01610504,roberta-base,85.0,90.0,100.0,98.52,59.39,84.78,88.0,48.58,84.87,GOOD,"['ambiguity_uncertain_review', 'missing_actor_or_system_context']",['Specify the responsible actor or system component.'],2,non_functional_requirements,"are used for individualizing or adapting content, the profile currently used should",,,,,,,,,,False,MODEL_UNCERTAINTY_REVIEW,4
