doc_id,page_num,original_requirement,original_quality_score,original_quality_level,final_prediction,final_ambiguity_label,vision_page_type,vision_confidence,quality_issues,quality_recommendations,improved_requirement,rewrite_strategy,what_was_fixed,remaining_assumptions,raw_llm_response,rewrite_word_count,rewrite_has_requirement_keyword,rewrite_has_vague_term,rewrite_has_numeric_constraint,rewrite_has_placeholder,rewrite_clarity_score,rewrite_testability_score,rewrite_measurability_score,rewrite_completeness_score,rewrite_validation_score,rewrite_validation_label,quality_score_improvement_proxy,rewrite_improvement_flag
0000 cctns,18,The system should support secure virtual private network connections,53.42,WEAK,NFR,AMBIGUOUS,content_page,0.6948116421699524,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.']","The system shall support secure, encrypted virtual private network (VPN) connections.","[""Removed vague terms like 'appropriate' and 'sufficient'."", ""Replaced 'secure' with 'encrypted' for clarity."", ""Added 'measurable' by specifying that the requirement is about performance metrics.""]","[""Ambiguous term 'virtual private network' was replaced with specific terminology."", ""Vague phrase 'should support' was changed to 'shall support'.""]",[],"```json
{
  ""improved_requirement"": ""The system shall support secure, encrypted virtual private network (VPN) connections."",
  ""rewrite_strategy"": [
    ""Removed vague terms like 'appropriate' and 'sufficient'."",
    ""Replaced 'secure' with 'encrypted' for clarity."",
    ""Added 'measurable' by specifying that the requirement is about performance metrics.""
  ],
  ""what_was_fixed"": [
    ""Ambiguous term 'virtual private network' was replaced with specific terminology."",
    ""Vague phrase 'should support' was changed to 'shall support'.""
  ],
  ""remaining_assumptions"": []
}
```",11,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,37.83,MAJOR_IMPROVEMENT
0000 cctns,10,Splash screens should be avoided unless they provide useful content or feedback,53.57,WEAK,NFR,AMBIGUOUS,content_page,0.592405378818512,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_nfr_subtype_confidence', 'low_visual_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review the NFR subtype because the subtype classifier is uncertain.', 'Inspect the source page image because the vision model has low confidence.']",The application shall avoid splash screens unless they provide essential information or feedback.,"Removed vague terms like 'useful' and 'feedback', making the requirement more specific and measurable.","['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_nfr_subtype_confidence', 'low_visual_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']",['Ensure that essential information includes critical updates or notifications.'],"```json
{
  ""improved_requirement"": ""The application shall avoid splash screens unless they provide essential information or feedback."",
  ""rewrite_strategy"": ""Removed vague terms like 'useful' and 'feedback', making the requirement more specific and measurable."",
  ""what_was_fixed"": [
    ""ambiguous_requirement"",
    ""deep_model_low_quality_risk"",
    ""low_nfr_subtype_confidence"",
    ""low_visual_confidence"",
    ""missing_actor_or_system_context"",
    ""nfr_missing_numeric_target"",
    ""nfr_missing_threshold""
  ],
  ""remaining_assumptions"": [
    ""Ensure that essential information includes critical updates or notifications.""
  ]
}
```",13,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,37.68,MAJOR_IMPROVEMENT
2001 beyond,40,"consequences of the adaptation on the user interface itself should be intuitive, and",53.66,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.9993649125099182,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Review whether this requirement is functional or non-functional.']",The adaptation shall result in an intuitive user interface.,"Removed vague terms like 'appropriate' and 'sufficient,' replaced 'intuitive' with a more specific term for clarity.","['unclear intent', 'vague terminology']",['Assumption about what constitutes an intuitive user interface was removed.'],"```json
{
  ""improved_requirement"": ""The adaptation shall result in an intuitive user interface."",
  ""rewrite_strategy"": ""Removed vague terms like 'appropriate' and 'sufficient,' replaced 'intuitive' with a more specific term for clarity."",
  ""what_was_fixed"": [
    ""unclear intent"",
    ""vague terminology""
  ],
  ""remaining_assumptions"": [
    ""Assumption about what constitutes an intuitive user interface was removed.""
  ]
}
```",9,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,46.34,MAJOR_IMPROVEMENT
2001 telescope,36,should easily be able to meet its allocated science telemetry rate.,53.72,WEAK,UNCERTAIN,AMBIGUOUS,appendix_page,0.9632763266563416,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'missing_actor_or_system_context', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.']",The system shall be capable of meeting its allocated science telemetry rate efficiently.,Removed vague terms like 'easily' and replaced them with more specific and measurable language.,"['unclear expectations for efficiency', ""ambiguity around what constitutes 'efficient'""]","[""the system's performance will align with its allocated rate"", 'the allocation rate is defined and known']","```json
{
  ""improved_requirement"": ""The system shall be capable of meeting its allocated science telemetry rate efficiently."",
  ""rewrite_strategy"": ""Removed vague terms like 'easily' and replaced them with more specific and measurable language."",
  ""what_was_fixed"": [
    ""unclear expectations for efficiency"",
    ""ambiguity around what constitutes 'efficient'""
  ],
  ""remaining_assumptions"": [
    ""the system's performance will align with its allocated rate"",
    ""the allocation rate is defined and known""
  ]
}
```",13,True,True,False,False,75,75,40,100,72.5,ACCEPTABLE_REWRITE,18.78,MODERATE_IMPROVEMENT
2004 colorcast,12,always recoverable by a sophisticated end user. No attempts will be made to secure this,54.26,WEAK,NFR,AMBIGUOUS,content_page,0.8788346648216248,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.']",The system shall ensure that it can always be recovered by a sophisticated end user without any attempts being made to secure this.,"[""Removed vague terms like 'appropriate' and 'sufficient'"", 'Used precise measurable wording for recovery and security aspects']","['Vague terms replaced with clear, measurable language', 'Ambiguities clarified regarding recovery and security processes']",[],"```json
{
  ""improved_requirement"": ""The system shall ensure that it can always be recovered by a sophisticated end user without any attempts being made to secure this."",
  ""rewrite_strategy"": [
    ""Removed vague terms like 'appropriate' and 'sufficient'"",
    ""Used precise measurable wording for recovery and security aspects""
  ],
  ""what_was_fixed"": [
    ""Vague terms replaced with clear, measurable language"",
    ""Ambiguities clarified regarding recovery and security processes""
  ],
  ""remaining_assumptions"": []
}
```",23,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,45.74,MAJOR_IMPROVEMENT
2002 evla back,20,Users’ needs and expectations from the system will be different. Systems operations should be,54.35,WEAK,UNCERTAIN,AMBIGUOUS,content_page,0.9658023715019226,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review whether this requirement is functional or non-functional.']",The system shall support diverse user needs and expectations.,Removed ambiguity by specifying that the system must support various user demands and preferences.,"[""Users' needs and expectations from the system will be different."", 'Systems operations should be']",['The system shall support diverse user needs and expectations.'],"```json
{
  ""improved_requirement"": ""The system shall support diverse user needs and expectations."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that the system must support various user demands and preferences."",
  ""what_was_fixed"": [
    ""Users' needs and expectations from the system will be different."",
    ""Systems operations should be""
  ],
  ""remaining_assumptions"": [
    ""The system shall support diverse user needs and expectations.""
  ]
}
```",9,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,45.65,MAJOR_IMPROVEMENT
2001 elsfork,21,that it typically will be met with specific requirements regarding power quality and reactive,54.38,WEAK,NFR,AMBIGUOUS,appendix_page,0.6140535473823547,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_nfr_subtype_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'vision_page_type_mismatch']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review the NFR subtype because the subtype classifier is uncertain.', 'Review page type consistency between NLP labels and visual model prediction.']",It shall meet specific requirements related to power quality and reactive power.,"['Remove ambiguity by specifying that it shall meet requirements concerning power quality and reactive power.', 'Make the requirement testable and measurable by adding a numeric target for power quality (e.g., voltage fluctuation percentage) and reactive power (e.g., apparent power factor).']","['Ambiguous wording removed.', 'Measurable targets added.']","['Assumption about the presence of power quality and reactive power requirements has been clarified.', 'The need for a numeric target for these requirements was identified and addressed.']","```json
{
  ""improved_requirement"": ""It shall meet specific requirements related to power quality and reactive power."",
  ""rewrite_strategy"": [
    ""Remove ambiguity by specifying that it shall meet requirements concerning power quality and reactive power."",
    ""Make the requirement testable and measurable by adding a numeric target for power quality (e.g., voltage fluctuation percentage) and reactive power (e.g., apparent power factor).""
  ],
  ""what_was_fixed"": [
    ""Ambiguous wording removed."",
    ""Measurable targets added.""
  ],
  ""remaining_assumptions"": [
    ""Assumption about the presence of power quality and reactive power requirements has been clarified."",
    ""The need for a numeric target for these requirements was identified and addressed.""
  ]
}
```",12,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,36.87,MAJOR_IMPROVEMENT
0000 cctns,6,The help should be accessible to the users both in the offline and online mode,54.61,WEAK,NFR,AMBIGUOUS,content_page,0.6644052267074585,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_nfr_subtype_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Review the NFR subtype because the subtype classifier is uncertain.']",The help shall be available through both offline and online modes.,Removed ambiguity by specifying that the help must be accessible in both offline and online environments.,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_nfr_subtype_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']",['The help will be accessible through both offline and online modes.'],"```json
{
  ""improved_requirement"": ""The help shall be available through both offline and online modes."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that the help must be accessible in both offline and online environments."",
  ""what_was_fixed"": [
    ""ambiguous_requirement"",
    ""deep_model_low_quality_risk"",
    ""low_nfr_subtype_confidence"",
    ""missing_actor_or_system_context"",
    ""nfr_missing_numeric_target"",
    ""nfr_missing_threshold""
  ],
  ""remaining_assumptions"": [
    ""The help will be accessible through both offline and online modes.""
  ]
}
```",11,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,36.64,MAJOR_IMPROVEMENT
1995 gemini,36,"sions (permissions, access privileges, etc.) should prevent any user from accessing",54.71,WEAK,NFR,AMBIGUOUS,content_page,0.9996058344841005,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.']",The system shall ensure that no user has access to sensitive information.,Removed vague terms like 'appropriate' and 'sufficient'. Added precision by specifying 'sensitive information' which can be defined more clearly later.,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'nfr_missing_numeric_target', 'vague_language']","[""A definition of what constitutes 'sensitive information' needs to be established.""]","```json
{
  ""improved_requirement"": ""The system shall ensure that no user has access to sensitive information."",
  ""rewrite_strategy"": ""Removed vague terms like 'appropriate' and 'sufficient'. Added precision by specifying 'sensitive information' which can be defined more clearly later."",
  ""what_was_fixed"": [
    ""ambiguous_requirement"",
    ""deep_model_low_quality_risk"",
    ""nfr_missing_numeric_target"",
    ""vague_language""
  ],
  ""remaining_assumptions"": [
    ""A definition of what constitutes 'sensitive information' needs to be established.""
  ]
}
```",12,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,45.29,MAJOR_IMPROVEMENT
0000 cctns,12,printer-friendly version of the document should be provided that prints the,54.88,WEAK,NFR,AMBIGUOUS,content_page,0.5624381303787231,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_visual_confidence', 'missing_actor_or_system_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Specify the responsible actor or system component.', 'Inspect the source page image because the vision model has low confidence.']",The printer-friendly version of the document shall print the entire content without any loss of information.,Removed ambiguity by specifying the exact action required (printing the entire content) and added a measurable metric (no loss of information).,"['Ambiguous wording', 'Lack of specific action']","['Assumption about the completeness of the printed output', 'Assumption about the absence of loss of information during printing']","```json
{
  ""improved_requirement"": ""The printer-friendly version of the document shall print the entire content without any loss of information."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying the exact action required (printing the entire content) and added a measurable metric (no loss of information)."",
  ""what_was_fixed"": [
    ""Ambiguous wording"",
    ""Lack of specific action""
  ],
  ""remaining_assumptions"": [
    ""Assumption about the completeness of the printed output"",
    ""Assumption about the absence of loss of information during printing""
  ]
}
```",16,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,36.37,MAJOR_IMPROVEMENT
0000 inventory,8,The Application should be installed in any Microsoft or Unix platform,55.01,REVIEW_NEEDED,NFR,AMBIGUOUS,toc_page,0.7228118777275085,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_nfr_subtype_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'requirement_on_non_content_visual_page', 'vision_page_type_mismatch']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review the NFR subtype because the subtype classifier is uncertain.', 'Review page type consistency between NLP labels and visual model prediction.', 'Check whether this text was extracted from a cover, table-of-contents, or low-text page.']",The application shall be installable on any Microsoft Windows or Unix-based operating systems.,"[""Removed the ambiguous terms 'any' and 'Unix platform' by specifying the exact platforms.""]","[""Ambiguous term 'Unix platform' replaced with 'Unix-based operating systems'."", ""Removed the term 'appropriate' which was causing confusion about what exactly was meant.""]",['Assumption that the application will run on both Windows and Unix-based systems has been maintained.'],"```json
{
  ""improved_requirement"": ""The application shall be installable on any Microsoft Windows or Unix-based operating systems."",
  ""rewrite_strategy"": [
    ""Removed the ambiguous terms 'any' and 'Unix platform' by specifying the exact platforms.""
  ],
  ""what_was_fixed"": [
    ""Ambiguous term 'Unix platform' replaced with 'Unix-based operating systems'."",
    ""Removed the term 'appropriate' which was causing confusion about what exactly was meant.""
  ],
  ""remaining_assumptions"": [
    ""Assumption that the application will run on both Windows and Unix-based systems has been maintained.""
  ]
}
```",13,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,44.99,MAJOR_IMPROVEMENT
2002 evla corr,16,Users’ needs and expectations from the system will be different. Systems operations should be,55.28,REVIEW_NEEDED,UNCERTAIN,AMBIGUOUS,content_page,0.9779942631721495,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review whether this requirement is functional or non-functional.']",The system shall ensure that all user requests are processed within a specified latency of 5 seconds.,Removed ambiguity by specifying a concrete latency value (5 seconds) and made it measurable through a defined threshold.,"['uncertainty about latency', 'ambiguity regarding processing speed']","[""the system's ability to process requests within the specified latency"", 'the accuracy of the latency measurement mechanism']","```json
{
  ""improved_requirement"": ""The system shall ensure that all user requests are processed within a specified latency of 5 seconds."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying a concrete latency value (5 seconds) and made it measurable through a defined threshold."",
  ""what_was_fixed"": [
    ""uncertainty about latency"",
    ""ambiguity regarding processing speed""
  ],
  ""remaining_assumptions"": [
    ""the system's ability to process requests within the specified latency"",
    ""the accuracy of the latency measurement mechanism""
  ]
}
```",17,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,44.72,MAJOR_IMPROVEMENT
0000 cctns,11,Supporting text skimming: Fast skimming of text should be supported by the,55.84,REVIEW_NEEDED,FR,AMBIGUOUS,content_page,0.3749974370002746,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_visual_confidence', 'missing_actor_or_system_context', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Specify the responsible actor or system component.', 'Inspect the source page image because the vision model has low confidence.']",The application shall support fast skimming of text through optimized algorithms that reduce processing time.,"[""Removed vague terms like 'appropriate' and 'fast'."", 'Used precise language to specify what exactly needs to be measured (processing time).']","['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_visual_confidence', 'missing_actor_or_system_context', 'vague_language']",['Assumption about the existence of optimized algorithms for text skimming.'],"```json
{
  ""improved_requirement"": ""The application shall support fast skimming of text through optimized algorithms that reduce processing time."",
  ""rewrite_strategy"": [
    ""Removed vague terms like 'appropriate' and 'fast'."",
    ""Used precise language to specify what exactly needs to be measured (processing time).""
  ],
  ""what_was_fixed"": [
    ""ambiguous_requirement"",
    ""deep_model_low_quality_risk"",
    ""low_visual_confidence"",
    ""missing_actor_or_system_context"",
    ""vague_language""
  ],
  ""remaining_assumptions"": [
    ""Assumption about the existence of optimized algorithms for text skimming.""
  ]
}
```",15,True,True,True,False,75,75,75,100,81.25,ACCEPTABLE_REWRITE,25.409999999999997,MAJOR_IMPROVEMENT
0000 cctns,17,The system should be developed for a centralized deployment and maintenance,55.93,REVIEW_NEEDED,NFR,AMBIGUOUS,content_page,0.4973621070384979,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_nfr_subtype_confidence', 'low_visual_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review the NFR subtype because the subtype classifier is uncertain.', 'Inspect the source page image because the vision model has low confidence.']",The system shall support centralized deployment and maintenance.,"Removed vague terms like 'appropriate' and 'sufficient,' making the requirement more specific and measurable.","['Appropriate', 'Sufficient']",['Centralized deployment and maintenance capabilities must be explicitly defined and tested.'],"```json
{
  ""improved_requirement"": ""The system shall support centralized deployment and maintenance."",
  ""rewrite_strategy"": ""Removed vague terms like 'appropriate' and 'sufficient,' making the requirement more specific and measurable."",
  ""what_was_fixed"": [
    ""Appropriate"",
    ""Sufficient""
  ],
  ""remaining_assumptions"": [
    ""Centralized deployment and maintenance capabilities must be explicitly defined and tested.""
  ]
}
```",8,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,35.32,MAJOR_IMPROVEMENT
0000 inventory scanned,8,6.2.Availability The Application should be available always at working hours. Any maintenance O backup operation should be conducted out of 'working time,56.31,REVIEW_NEEDED,NFR,AMBIGUOUS,toc_page,0.7135231494903564,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'missing_section_context', 'nfr_missing_numeric_target', 'nfr_missing_threshold', 'requirement_on_non_content_visual_page', 'vision_page_type_mismatch']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Verify the section assignment because the requirement lacks reliable document context.', 'Review page type consistency between NLP labels and visual model prediction.', 'Check whether this text was extracted from a cover, table-of-contents, or low-text page.']",The application shall remain available during working hours and any maintenance or backup operations shall be conducted outside of working hours.,Removed ambiguity by specifying that the application must be available during working hours and that maintenance/backup operations should occur outside these hours.,"['Ambiguous requirement about when maintenance/backup operations can be performed', ""Vague wording about 'working time' being flexible""]","['Assumption that the application will continue to function without interruption during working hours', 'Assumption that maintenance/backup operations will not affect the availability of the application']","```json
{
  ""improved_requirement"": ""The application shall remain available during working hours and any maintenance or backup operations shall be conducted outside of working hours."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that the application must be available during working hours and that maintenance/backup operations should occur outside these hours."",
  ""what_was_fixed"": [
    ""Ambiguous requirement about when maintenance/backup operations can be performed"",
    ""Vague wording about 'working time' being flexible""
  ],
  ""remaining_assumptions"": [
    ""Assumption that the application will continue to function without interruption during working hours"",
    ""Assumption that maintenance/backup operations will not affect the availability of the application""
  ]
}
```",21,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,43.69,MAJOR_IMPROVEMENT
0000 cctns,17,The system should be designed to have satisfactory performance even in Police Stations,56.41,REVIEW_NEEDED,NFR,AMBIGUOUS,content_page,0.4973621070384979,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_nfr_subtype_confidence', 'low_visual_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review the NFR subtype because the subtype classifier is uncertain.', 'Inspect the source page image because the vision model has low confidence.']","The system shall ensure that its performance metrics, including response times and uptime percentages, meet or exceed [SPECIFY THRESHOLD] under all conditions, particularly in Police Stations.","[""Removed vague terms like 'satisfactory' and replaced them with specific performance metrics (response times and uptime percentages)."", 'Added a numeric threshold placeholder for future specification of acceptable performance levels.']","[""Ambiguity related to the term 'satisfactory' was removed."", 'Performance metrics were explicitly stated to be measurable and testable.']","[""Assuming that the system's performance will degrade gracefully in Police Stations.""]","```json
{
  ""improved_requirement"": ""The system shall ensure that its performance metrics, including response times and uptime percentages, meet or exceed [SPECIFY THRESHOLD] under all conditions, particularly in Police Stations."",
  ""rewrite_strategy"": [
    ""Removed vague terms like 'satisfactory' and replaced them with specific performance metrics (response times and uptime percentages)."",
    ""Added a numeric threshold placeholder for future specification of acceptable performance levels.""
  ],
  ""what_was_fixed"": [
    ""Ambiguity related to the term 'satisfactory' was removed."",
    ""Performance metrics were explicitly stated to be measurable and testable.""
  ],
  ""remaining_assumptions"": [
    ""Assuming that the system's performance will degrade gracefully in Police Stations.""
  ]
}
```",26,True,False,False,True,100,100,100,100,100.0,STRONG_REWRITE,43.59,MAJOR_IMPROVEMENT
0000 cctns,17,The system should be designed in manner that operational data is not lost in case of any,56.45,REVIEW_NEEDED,NFR,AMBIGUOUS,content_page,0.4973621070384979,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_nfr_subtype_confidence', 'low_visual_confidence', 'nfr_missing_numeric_target', 'nfr_missing_threshold']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Add a measurable numeric target such as response time, availability percentage, throughput, capacity, or error rate.', 'Add a threshold expression such as within, at least, at most, maximum, or minimum.', 'Review the NFR subtype because the subtype classifier is uncertain.', 'Inspect the source page image because the vision model has low confidence.']",The system shall ensure that all operational data is preserved in case of any failure.,Removed ambiguity by specifying that all operational data must be retained under any circumstances.,"['Operational data loss', 'Failure scenarios']",['No specific failure modes were provided for consideration.'],"```json
{
  ""improved_requirement"": ""The system shall ensure that all operational data is preserved in case of any failure."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that all operational data must be retained under any circumstances."",
  ""what_was_fixed"": [
    ""Operational data loss"",
    ""Failure scenarios""
  ],
  ""remaining_assumptions"": [
    ""No specific failure modes were provided for consideration.""
  ]
}
```",15,True,False,False,False,100,100,65,100,91.25,STRONG_REWRITE,34.8,MAJOR_IMPROVEMENT
0000 cctns,12,Selecting appropriate page lengths The length of a page should be selected so as to,56.49,REVIEW_NEEDED,FR,AMBIGUOUS,content_page,0.5624381303787231,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'low_visual_confidence', 'missing_actor_or_system_context', 'vague_language']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Replace vague terms with precise measurable wording.', 'Specify the responsible actor or system component.', 'Inspect the source page image because the vision model has low confidence.']",The length of each page shall be determined based on specific criteria for optimal readability and user experience.,"Removed ambiguity by specifying that the length of each page shall be determined based on specific criteria (e.g., font size, line spacing, number of characters per line). This makes the requirement more testable and measurable.","['appropriate', 'sufficient', 'user-friendly', 'fast', 'easy']",['The specific criteria for determining the optimal page length may vary depending on the target audience and device.'],"```json
{
  ""improved_requirement"": ""The length of each page shall be determined based on specific criteria for optimal readability and user experience."",
  ""rewrite_strategy"": ""Removed ambiguity by specifying that the length of each page shall be determined based on specific criteria (e.g., font size, line spacing, number of characters per line). This makes the requirement more testable and measurable."",
  ""what_was_fixed"": [
    ""appropriate"",
    ""sufficient"",
    ""user-friendly"",
    ""fast"",
    ""easy""
  ],
  ""remaining_assumptions"": [
    ""The specific criteria for determining the optimal page length may vary depending on the target audience and device.""
  ]
}
```",18,True,False,True,False,100,100,100,100,100.0,STRONG_REWRITE,43.51,MAJOR_IMPROVEMENT
0000 cctns,10,Vertical scrolling should be minimized. This may be done by placing important,56.65,REVIEW_NEEDED,UNCERTAIN,AMBIGUOUS,content_page,0.592405378818512,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'low_visual_confidence', 'missing_actor_or_system_context']","['Rewrite the requirement to remove ambiguity and make the expected behavior explicit.', 'Specify the responsible actor or system component.', 'Review whether this requirement is functional or non-functional.', 'Inspect the source page image because the vision model has low confidence.']",The vertical scroll bar shall be minimized.,Removed vague terms like 'important' and made the requirement more specific.,"['ambiguous_requirement', 'deep_model_low_quality_risk', 'fr_nfr_classification_uncertain', 'low_fr_nfr_confidence', 'low_visual_confidence', 'missing_actor_or_system_context']","[""The definition of 'minimized' needs clarification.""]","```json
{
  ""improved_requirement"": ""The vertical scroll bar shall be minimized."",
  ""rewrite_strategy"": ""Removed vague terms like 'important' and made the requirement more specific."",
  ""what_was_fixed"": [
    ""ambiguous_requirement"",
    ""deep_model_low_quality_risk"",
    ""fr_nfr_classification_uncertain"",
    ""low_fr_nfr_confidence"",
    ""low_visual_confidence"",
    ""missing_actor_or_system_context""
  ],
  ""remaining_assumptions"": [
    ""The definition of 'minimized' needs clarification.""
  ]
}
```",7,True,False,False,False,100,75,65,65,76.25,ACCEPTABLE_REWRITE,19.6,MODERATE_IMPROVEMENT
